Brand,Year,Model,UsedOrNew,Transmission,EngineSize,DriveType,FuelType,FuelConsumptionPer100km,Kilometres,ExteriorColour,CylindersinEngine,BodyType,Seats,Price,City,State
Mazda,2014,3,USED,Automatic,2.0,Front,Unleaded,5.8,56248,White,4,Hatchback,5,19990,Arncliffe,NSW
Audi,2013,A1,USED,Automatic,1.6,Front,Diesel,4.2,108830,Grey,4,Hatchback,4,17490,Bentleigh,VIC
Mitsubishi,2005,380,USED,Automatic,3.8,Front,Unleaded,10.8,166073,Silver,6,Sedan,5,6450,Minto,NSW
Mitsubishi,2018,Pajero,USED,Automatic,3.2,4WD,Diesel,9.0,101260,Grey,4,SUV,7,39900,Granville,NSW
Subaru,2013,XV,USED,Automatic,2.0,AWD,Unleaded,7.1,194940,Grey,4,SUV,5,13995,Minchinbury,NSW
Mazda,2017,6,USED,Automatic,2.5,Front,Unleaded,6.6,54969,Red,4,Sedan,5,29990,Ryde,NSW
Audi,2019,A4,USED,Automatic,2.0,AWD,Premium,6.3,61290,Grey,4,Sedan,5,44990,Alexandria,NSW
BMW,2019,X2,USED,Automatic,2.0,Front,Premium,6.0,52550,Blue,4,SUV,5,37900,Kirrawee,NSW
Toyota,2009,Hilux,USED,Automatic,4.0,Rear,Unleaded,12.1,160665,Blue,6,Ute / Tray,5,20999,Coopers Plains,QLD
HSV,2017,Gtsr,USED,Manual,6.2,Rear,Premium,15.5,3000,Black,8,Ute / Tray,2,208800,Blacktown,NSW
Toyota,2017,Hilux,USED,Automatic,2.8,4WD,Diesel,9.0,256000,White,4,Ute / Tray,2,28999,Granville,NSW
Toyota,2017,Landcruiser,USED,Manual,4.5,4WD,Diesel,10.7,157570,White,8,Ute / Tray,3,64950,Granville,NSW
Toyota,1999,Landcruiser,USED,Manual,4.2,4WD,Diesel,0.0,51284,Red,6,Ute / Tray,3,44999,Lidcombe,NSW
Volkswagen,2020,Golf,USED,Automatic,2.0,AWD,Premium,7.2,28646,White,4,Hatchback,5,59800,Rozelle,NSW
Subaru,2008,Forester,USED,Automatic,2.5,AWD,Unleaded,9.6,290681,Grey,4,SUV,5,6750,Leichhardt,NSW
Mazda,2009,3,USED,Automatic,2.5,Front,Unleaded,8.6,152879,Grey,4,Sedan,5,13980,Minchinbury,NSW
Volkswagen,2011,EOS,USED,Automatic,2.0,Front,Premium,7.9,126500,Brown,4,Convertible,4,19990,Laverton North,VIC
Suzuki,2016,Vitara,USED,Automatic,1.6,Front,Unleaded,6.0,135025,Blue,4,SUV,5,18990,Port Macquarie,NSW
Toyota,2015,Landcruiser,USED,Automatic,2.8,4WD,Diesel,8.0,185077,Blue,4,SUV,7,46950,Minto,NSW
Volkswagen,2018,Golf,USED,Automatic,2.0,AWD,Premium,6.6,41000,Blue,4,Hatchback,5,46880,Brookvale,NSW
BMW,2011,X5,USED,Automatic,3.0,4WD,Diesel,7.4,163697,Grey,6,SUV,5,23950,Rydalmere,NSW
Mitsubishi,2018,Triton,USED,Automatic,2.4,4WD,Diesel,7.6,88483,White,4,Ute / Tray,5,44987,Penrith,NSW
Holden,2006,Commodore,USED,Automatic,3.6,Rear,Unleaded,11.1,203886,Red,6,Sedan,5,5995,Minchinbury,NSW
Volkswagen,2022,Multivan,NEW,Automatic,2.0,Front,Diesel,6.6,25,Grey,4,Wagon,7,81888,Mascot,NSW
Subaru,2021,Outback,USED,Automatic,2.5,AWD,Unleaded,7.3,34451,Black,4,SUV,5,44990,Arncliffe,NSW
Mitsubishi,2017,Outlander,USED,Automatic,2.0,Front,Unleaded,6.6,46245,Grey,4,SUV,5,27990,Mosman,NSW
Holden,2008,Colorado,USED,Manual,3.0,4WD,Diesel,8.4,362553,White,4,Ute / Tray,5,12999,Coopers Plains,QLD
Subaru,2012,XV,USED,Manual,2.0,AWD,Unleaded,7.3,121050,Black,4,SUV,5,16950,Granville,NSW
Audi,2015,A3,USED,Automatic,1.8,Front,Premium,5.6,159613,Black,4,Sedan,5,18990,Cabramatta,NSW
Toyota,2016,RAV4,USED,Automatic,2.0,Front,Unleaded,7.4,122351,Blue,4,SUV,5,25990,Brookvale,NSW
Nissan,2016,Navara,USED,Automatic,2.3,4WD,Diesel,7.0,148624,White,4,Ute / Tray,4,33990,Essendon,VIC
Toyota,2015,Hilux,USED,Manual,2.7,Rear,Unleaded,11.0,357454,White,4,Ute / Tray,3,11990,Croydon,NSW
Holden,2012,Commodore,USED,Automatic,3.0,Rear,Unleaded,8.9,348001,Grey,6,Wagon,5,6999,Smithfield,NSW
Mazda,2018,3,USED,Manual,2.0,Front,Unleaded,5.9,38118,Grey,4,Hatchback,5,23990,Stanmore,NSW
Ford,2016,Ranger,USED,Automatic,2.2,4WD,Diesel,8.1,293051,White,4,Ute / Tray,5,22999,Five Dock,NSW
BMW,2020,330I,USED,Automatic,2.0,Rear,Premium,6.4,9789,White,4,Sedan,5,73990,Bentleigh,VIC
Toyota,2019,Camry,USED,Automatic,2.5,Front,Hybrid,4.2,56863,White,4,Sedan,5,37990,Alexandria,NSW
MG,2022,HS,NEW,Automatic,1.5,Front,Unleaded,7.3,10,White,4,SUV,5,38880,Artarmon,NSW
Chrysler,2021,300,USED,Automatic,6.4,Rear,Unleaded,13.0,40900,Grey,8,Sedan,5,71990,Granville,NSW
Volkswagen,2014,Amarok,USED,Automatic,2.0,4WD,Diesel,8.3,181370,Blue,4,Ute / Tray,5,29990,Capalaba,QLD
Hyundai,2011,Iload,USED,Manual,2.4,Rear,Premium,10.1,269018,White,4,Commercial,6,12444,Saint Marys,NSW
Holden,2009,Barina,USED,Manual,1.6,Front,Unleaded,6.9,108015,Red,4,Hatchback,5,6990,Croydon,NSW
Volkswagen,2013,Jetta,USED,Automatic,1.4,Front,Premium,6.2,132249,White,4,Sedan,5,13990,Minchinbury,NSW
Mini,2014,Cooper,USED,Automatic,2.0,Front,Premium,5.5,66900,Brown,4,Hatchback,4,26880,Pennant Hills,NSW
Subaru,2015,Outback,USED,Automatic,3.6,AWD,Premium,9.9,260161,Grey,6,SUV,5,19990,Port Macquarie,NSW
Land,2017,Rover,USED,Automatic,2.0,4WD,Diesel,6.4,73801,Green,4,SUV,5,74990,Castle Hill,NSW
Mazda,2013,3,USED,Automatic,2.0,Front,Unleaded,8.2,133207,Grey,4,Hatchback,5,13990,Croydon,NSW
Nissan,2012,Pathfinder,USED,Manual,2.5,4WD,Diesel,8.5,191547,White,4,SUV,7,18980,Minchinbury,NSW
Hyundai,2013,Iload,USED,Manual,2.5,Rear,Diesel,8.0,234100,White,4,Commercial,3,14990,Fairfield East,NSW
Land,2017,Rover,USED,Automatic,2.0,AWD,Diesel,5.3,130173,White,4,SUV,5,29999,Elderslie,NSW
Volkswagen,2016,Golf,USED,Automatic,2.0,Front,Premium,7.1,39446,White,4,Hatchback,5,38950,Liverpool,NSW
Volkswagen,2019,Golf,USED,Automatic,1.4,Front,Premium,5.4,42312,Black,4,Hatchback,5,31990,Brookvale,NSW
Ford,2016,Ranger,USED,Automatic,2.2,Rear,Diesel,7.5,95773,White,4,Ute / Tray,2,24990,Arncliffe,NSW
Toyota,2014,Corolla,USED,Automatic,1.8,Front,Unleaded,6.6,118700,White,4,Hatchback,5,20990,Castle Hill,NSW
Ford,2016,Ranger,USED,Automatic,3.2,4WD,Diesel,9.2,250677,White,5,Ute / Tray,5,32950,Campbelltown,NSW
Lexus,2015,NX200T,USED,Automatic,2.0,AWD,Premium,7.9,130630,Silver,4,SUV,5,29990,Port Macquarie,NSW
Nissan,2016,Navara,USED,Automatic,2.3,4WD,Diesel,7.0,43989,Black,4,Ute / Tray,5,41990,Smeaton Grange,NSW
Mazda,2014,BT-50,USED,Automatic,3.2,4WD,Diesel,9.2,347480,White,5,Ute / Tray,5,18999,Coopers Plains,QLD
Toyota,2008,Corolla,USED,Manual,1.8,Front,Unleaded,7.3,156128,Red,4,Sedan,5,10995,Minchinbury,NSW
Nissan,2020,Qashqai,USED,Automatic,2.0,Front,Unleaded,6.9,38618,White,4,SUV,5,29990,North Narrabeen,NSW
Nissan,2022,X-Trail,USED,Automatic,2.5,Front,Unleaded,7.9,29705,Grey,4,SUV,5,30990,Warwick Farm,NSW
Mini,2011,Countryman,USED,Automatic,2.0,Front,Diesel,5.6,120797,Black,4,SUV,4,16200,Leichhardt,NSW
GWM,2023,Haval,NEW,Automatic,1.5,Front,-,5.0,7,White,4,SUV,5,36990,Kirrawee,NSW
Honda,2014,CR-V,USED,Automatic,2.4,4WD,Unleaded,8.7,136236,Grey,4,SUV,5,18911,Warwick Farm,NSW
Holden,2013,Commodore,USED,Automatic,3.0,Rear,Unleaded,8.9,219736,Grey,6,Sedan,5,8990,Saint Marys,NSW
Mazda,2010,6,USED,Automatic,2.5,Front,Unleaded,8.7,197474,Silver,4,Sedan,5,10990,Minchinbury,NSW
Holden,2004,Rodeo,USED,Manual,2.4,Rear,Unleaded,0.0,108283,White,4,Ute / Tray,5,9999,Coopers Plains,QLD
Mazda,2015,CX-5,USED,Automatic,2.5,AWD,Unleaded,7.4,54511,Blue,4,SUV,5,27990,Lindfield,NSW
Toyota,2016,Landcruiser,USED,Automatic,4.5,4WD,Diesel,9.5,161744,White,8,SUV,7,89990,Molendinar,QLD
Hyundai,2021,Tucson,USED,Automatic,2.0,AWD,Diesel,6.3,13050,Black,4,SUV,5,48888,Waterloo,NSW
Ford,2011,Territory,USED,Automatic,2.7,Rear,Diesel,8.2,175728,Black,6,SUV,7,15990,Castle Hill,NSW
Kia,2017,Sorento,USED,Automatic,2.2,AWD,Diesel,7.8,211397,White,4,SUV,7,19990,Arncliffe,NSW
Chevrolet,2022,Silverado,USED,Automatic,6.2,4WD,Unleaded,13.2,12057,Black,8,Ute / Tray,5,149990,Capalaba,QLD
Holden,2014,Colorado,USED,Manual,2.8,4WD,Diesel,8.1,82226,Black,4,Ute / Tray,5,29950,Granville,NSW
Mazda,2023,3,NEW,Automatic,2.5,Front,Unleaded,6.6,7,White,4,Hatchback,5,41288,Arncliffe,NSW
Ford,2020,Ranger,USED,Automatic,2.0,4WD,Diesel,7.4,56270,White,4,Ute / Tray,5,55990,Narellan,NSW
MG,2023,ZST,NEW,Automatic,1.5,Front,-,6.9,15,Silver,4,SUV,5,27690,Blacktown,NSW
Mercedes-Benz,2016,CLA45,USED,Automatic,2.0,AWD,Premium,7.2,127138,White,4,Wagon,5,45888,Pakenham,VIC
Hyundai,2015,IX35,USED,Automatic,2.0,Front,Unleaded,8.4,112739,White,4,SUV,5,16950,Campbelltown,NSW
Mercedes-Benz,2017,C63,USED,Automatic,4.0,Rear,Premium,8.7,59978,Silver,8,Coupe,4,108990,Laverton North,VIC
GWM,2023,Haval,NEW,Automatic,1.5,Front,Hybrid,5.0,7,White,4,SUV,5,40990,Kirrawee,NSW
Toyota,2019,Corolla,USED,Automatic,2.0,Front,Unleaded,6.0,47706,White,4,Sedan,5,29990,South Hurstville,NSW
Hyundai,2019,I30,USED,Automatic,2.0,Front,Unleaded,7.4,54972,Red,4,Hatchback,5,23990,Alexandria,NSW
Mazda,2016,CX-5,USED,Automatic,2.0,Front,Unleaded,6.4,33833,Grey,4,SUV,5,25500,Liverpool,NSW
BMW,2023,5,DEMO,Automatic,4.4,AWD,Premium,10.6,1598,Grey,8,Sedan,5,176998,Bentleigh,VIC
Lexus,2020,RX450H,USED,Automatic,3.5,AWD,Hybrid,5.7,16880,White,6,SUV,5,99990,Mosman,NSW
Jeep,2010,Grand,USED,Automatic,3.0,4WD,Diesel,10.2,311334,Grey,6,SUV,5,6999,Chester Hill,NSW
Mazda,2015,6,USED,Automatic,2.2,Front,Diesel,5.4,94060,Black,4,Wagon,5,24888,Kirrawee,NSW
Hyundai,2011,I30,USED,Automatic,2.0,Front,Unleaded,7.6,96137,Silver,4,Hatchback,5,12984,Granville,NSW
Toyota,2017,Hilux,USED,Automatic,2.8,4WD,Diesel,8.5,228997,White,4,Ute / Tray,5,39990,Mcgraths Hill,NSW
Kia,2019,Sportage,USED,Automatic,2.0,Front,Unleaded,7.9,85291,Grey,4,SUV,5,26990,Bentleigh,VIC
Volkswagen,2013,Tiguan,USED,Automatic,2.0,AWD,Diesel,6.2,133033,Black,4,SUV,5,15500,Leichhardt,NSW
Kia,2019,Stinger,USED,Automatic,3.3,Rear,Unleaded,10.2,62246,Grey,6,Sedan,5,49999,Berwick,VIC
Jeep,2022,Grand,NEW,Automatic,3.6,4WD,-,9.9,55,White,6,SUV,5,75490,Warwick Farm,NSW
Kia,2018,Cerato,USED,Automatic,2.0,Front,Unleaded,7.4,30527,Black,4,Sedan,5,21990,Campbelltown,NSW
Honda,2012,Jazz,USED,Automatic,1.3,Front,Unleaded,6.6,100390,White,4,Hatchback,5,15995,Minchinbury,NSW
Holden,2017,Captiva,USED,Automatic,2.4,Front,Unleaded,8.8,55000,Brown,4,SUV,5,21995,Minchinbury,NSW
Hyundai,2014,I30,USED,Automatic,1.8,Front,Unleaded,7.1,103781,White,4,Hatchback,5,16950,Penrith,NSW
Toyota,2016,Hilux,USED,Automatic,2.8,4WD,Diesel,8.5,175078,White,4,Ute / Tray,5,39990,Archerfield,QLD
Volkswagen,2023,T-Cross,NEW,Automatic,1.0,Front,Premium,5.4,13,White,3,SUV,5,42990,Chatswood,NSW
Lexus,2011,RX450H,USED,Automatic,3.5,4WD,Premium,6.4,183107,Silver,6,SUV,5,20990,Sylvania,NSW
Holden,2013,UTE,USED,Automatic,6.0,Rear,Unleaded,12.4,105681,White,8,Ute / Tray,2,38888,Liverpool,NSW
Mitsubishi,2014,Lancer,USED,Automatic,2.0,AWD,Premium,9.6,76148,Black,4,Sedan,5,33950,Liverpool,NSW
Chrysler,2019,300,USED,Automatic,6.4,Rear,Premium,13.0,39896,Black,8,Sedan,5,64880,Blacktown,NSW
Isuzu,2013,D-MAX,USED,Automatic,3.0,Rear,Diesel,8.1,223795,White,4,Ute / Tray,5,24990,Minchinbury,NSW
Hyundai,2018,Elantra,USED,Automatic,2.0,Front,Unleaded,7.4,117500,White,4,Sedan,5,21990,Castle Hill,NSW
Toyota,2013,Hilux,USED,Manual,3.0,4WD,Diesel,8.3,247867,Silver,4,Ute / Tray,5,29995,Minchinbury,NSW
Hyundai,2019,I30,USED,Automatic,2.0,Front,Unleaded,7.4,57822,Silver,4,Hatchback,5,19990,Tweed Heads South,NSW
Toyota,2019,Hilux,USED,Automatic,2.8,4WD,Diesel,8.5,25246,White,4,Ute / Tray,5,68880,Milperra,NSW
Audi,2017,A5,USED,Automatic,2.0,AWD,Premium,6.5,145378,Black,4,Coupe,4,34990,Mount Druitt,NSW
Volkswagen,2023,Passat,NEW,Automatic,2.0,AWD,Premium,8.1,-,White,4,Wagon,5,74990,Sutherland,NSW
MG,2022,HS,NEW,Automatic,1.5,Front,Hybrid,1.7,24,White,4,SUV,5,49690,Artarmon,NSW
Hyundai,2019,Tucson,USED,Automatic,2.0,Front,Unleaded,7.9,80595,Silver,4,SUV,5,26990,Arncliffe,NSW
Isuzu,2009,D-MAX,USED,Manual,3.0,4WD,Diesel,8.4,245210,-,4,Ute / Tray,5,17990,Underwood,QLD
Suzuki,2008,Grand,USED,Automatic,3.2,4WD,Unleaded,10.5,212294,Black,6,SUV,5,7950,Kogarah,NSW
Jeep,2018,Grand,USED,Automatic,3.0,4WD,Diesel,7.5,69885,Grey,6,SUV,5,47880,Blacktown,NSW
Holden,2013,Colorado,USED,Automatic,2.8,4WD,Diesel,9.4,354192,Grey,4,SUV,7,18999,Coopers Plains,QLD
Genesis,2022,GV70,USED,Automatic,2.5,AWD,Premium,10.3,19945,Grey,4,SUV,5,82888,Carlton,NSW
Volkswagen,2019,Tiguan,USED,Automatic,2.0,AWD,Premium,8.3,69004,White,4,SUV,7,48950,Liverpool,NSW
GWM,2023,Haval,NEW,Automatic,1.5,Front,Premium,8.1,7,Blue,4,SUV,5,34485,Kirrawee,NSW
Mitsubishi,2020,Triton,USED,Automatic,2.4,4WD,Diesel,8.6,71670,White,4,Ute / Tray,5,42998,Berwick,VIC
Volkswagen,2022,Multivan,NEW,Automatic,2.0,Front,Diesel,6.6,25,Grey,4,Wagon,7,86888,Mascot,NSW
Nissan,2010,Navara,USED,Automatic,2.5,4WD,Diesel,10.5,240050,Silver,4,Ute / Tray,2,15950,Penrith,NSW
Holden,2019,Acadia,USED,Automatic,3.6,AWD,Unleaded,9.4,111668,Black,6,SUV,7,36888,Carlton,NSW
Toyota,2015,Landcruiser,USED,Automatic,3.0,4WD,Diesel,8.5,323847,White,4,SUV,7,32990,Capalaba,QLD
Holden,2014,Captiva,USED,Automatic,2.4,Front,Unleaded,9.0,106515,Grey,4,SUV,7,13593,Liverpool,NSW
Kia,2018,RIO,USED,Automatic,1.4,Front,Unleaded,6.2,86573,White,4,Hatchback,5,17990,Moorebank,NSW
MG,2023,ZS,NEW,Automatic,1.5,Front,-,7.1,15,Blue,4,SUV,5,24690,Blacktown,NSW
Volkswagen,2023,T-Cross,DEMO,Automatic,1.0,Front,Premium,5.4,8,Black,3,SUV,5,42990,Chatswood,NSW
Toyota,2022,RAV4,USED,Automatic,2.5,Front,Hybrid,4.8,398,Black,4,SUV,5,56888,Waitara,NSW
Ford,2010,Ranger,USED,Automatic,3.0,4WD,Diesel,9.3,193721,-,4,Ute / Tray,5,17990,Underwood,QLD
Nissan,2022,Qashqai,DEMO,Automatic,1.3,Front,Premium,6.1,2832,Blue,4,SUV,5,45000,Greenacre,NSW
Renault,2015,Clio,USED,Automatic,1.2,Front,Unleaded,5.2,72887,White,4,Hatchback,5,13800,Minchinbury,NSW
Maserati,2019,Levante,USED,Automatic,3.0,AWD,Premium,11.6,14927,Grey,6,SUV,5,99888,Carlton,NSW
Subaru,2019,Forester,USED,Automatic,2.5,AWD,Unleaded,7.4,58875,Silver,4,SUV,5,35490,North Narrabeen,NSW
Audi,2000,TT,USED,Manual,1.8,AWD,Premium,10.5,205870,Silver,4,Convertible,2,13990,Essendon,VIC
Mercedes-Benz,2021,GLC43,USED,Automatic,3.0,AWD,Premium,10.4,11591,White,6,SUV,5,109900,Artarmon,NSW
Land,2016,Rover,USED,Automatic,3.0,AWD,Diesel,7.5,208351,Grey,6,SUV,5,45950,Penrith,NSW
Mitsubishi,2020,Triton,USED,Automatic,2.4,4WD,Diesel,8.6,58592,Grey,4,Ute / Tray,5,59999,Lilydale,VIC
Isuzu,2018,D-MAX,USED,Automatic,3.0,4WD,Diesel,7.9,207661,Grey,4,Ute / Tray,5,39990,Caringbah,NSW
Ford,2013,Kuga,USED,Automatic,2.0,AWD,Diesel,6.4,131930,Yellow,4,SUV,5,17950,Liverpool,NSW
Holden,2008,Commodore,USED,Automatic,3.6,Rear,Unleaded,11.0,234622,Green,6,Sedan,5,11444,Saint Marys,NSW
Lamborghini,2019,Urus,USED,Automatic,4.0,AWD,Premium,12.7,44329,Grey,8,SUV,4,435000,Glebe,NSW
Audi,2019,Q5,USED,Automatic,2.0,AWD,Premium,7.3,96978,White,4,SUV,5,40880,Blacktown,NSW
Audi,2020,Q3,USED,Automatic,1.4,Front,Premium,7.3,49681,White,4,SUV,5,45888,Artarmon,NSW
Mazda,2018,CX-5,USED,Automatic,2.5,AWD,Unleaded,7.5,96825,Blue,4,SUV,5,34990,Essendon,VIC
GWM,2022,Haval,NEW,Automatic,2.0,AWD,Premium,9.8,7,Black,4,SUV,5,42485,Kirrawee,NSW
Audi,2013,Q7,USED,Automatic,3.0,AWD,Diesel,7.4,154913,White,6,SUV,7,25800,Rozelle,NSW
Mazda,2014,CX-5,USED,Automatic,2.5,AWD,Unleaded,7.4,233563,White,4,SUV,5,13992,Liverpool,NSW
Hyundai,2019,Tucson,USED,Automatic,2.0,Front,Unleaded,7.9,61231,Silver,4,SUV,5,25990,Tweed Heads South,NSW
Chrysler,2019,300,USED,Automatic,6.4,Rear,Premium,13.0,125422,White,8,Sedan,5,48888,Homebush,NSW
Hyundai,2017,I30,USED,Automatic,2.0,Front,Unleaded,7.4,41055,White,4,Hatchback,5,22990,Revesby,NSW
Toyota,2011,FJ,USED,Automatic,4.0,4WD,Premium,11.4,129036,Black,6,SUV,5,38995,Minchinbury,NSW
Suzuki,2009,SX4,USED,Automatic,2.0,AWD,Unleaded,9.9,224329,White,4,Hatchback,5,7500,Sylvania,NSW
Jeep,2022,Grand,NEW,Automatic,3.6,4WD,-,9.9,55,White,6,SUV,5,74990,Warwick Farm,NSW
Mercedes-Benz,2018,GLA180,USED,Automatic,1.6,Front,Premium,5.7,39966,Silver,4,SUV,5,38800,Rozelle,NSW
LDV,2021,T60,USED,Automatic,2.0,4WD,Diesel,9.3,22152,White,4,Ute / Tray,5,30888,Ryde,NSW
GWM,2023,UTE,NEW,Automatic,2.0,4WD,Diesel,9.4,7,Silver,4,Ute / Tray,5,43085,Kirrawee,NSW
Audi,2014,Q7,USED,Automatic,3.0,AWD,Diesel,7.4,226814,Black,6,SUV,7,21995,Minchinbury,NSW
Toyota,2009,Landcruiser,USED,Automatic,3.0,4WD,Diesel,8.5,211465,Grey,4,SUV,7,35499,Coopers Plains,QLD
Jeep,2014,Wrangler,USED,Manual,3.6,4WD,Unleaded,11.8,111620,Black,6,SUV,5,29999,Elderslie,NSW
Mercedes-Benz,2013,E250,USED,Automatic,2.0,Rear,Premium,6.4,25858,Silver,4,Sedan,5,42990,Lilydale,VIC
Ford,2012,Ranger,USED,Manual,3.2,4WD,Diesel,9.4,251200,-,5,Ute / Tray,5,21888,Belmore,NSW
Toyota,2003,RAV4,USED,Manual,2.0,4WD,Unleaded,9.0,231686,Silver,4,SUV,5,6995,Minchinbury,NSW
Toyota,2018,Corolla,USED,Automatic,2.0,Front,Unleaded,6.0,56202,White,4,Hatchback,5,26990,Moorebank,NSW
Hyundai,2020,I30,USED,Automatic,1.6,Front,Unleaded,6.8,37089,Red,4,Sedan,5,39990,Blacktown,NSW
BMW,2020,X7,USED,Automatic,3.0,AWD,Diesel,7.3,32294,Black,6,SUV,7,119888,Carlton,NSW
Toyota,2018,Camry,USED,Automatic,2.5,Front,Hybrid,4.2,45930,Silver,4,Sedan,5,35990,Belmore,NSW
Mercedes-Benz,2018,S450,USED,Automatic,3.0,Rear,Premium,8.4,37175,Blue,8,Sedan,5,95900,Five Dock,NSW
Audi,2015,S3,USED,Automatic,2.0,AWD,Premium,6.9,89987,White,4,Sedan,5,33990,Haberfield,NSW
Mercedes-Benz,2013,ML250,USED,Automatic,2.1,AWD,Diesel,6.4,160539,Grey,4,SUV,5,23800,Minchinbury,NSW
Toyota,2018,Landcruiser,USED,Automatic,2.8,4WD,Diesel,8.0,149158,White,4,SUV,7,49999,Coopers Plains,QLD
Mazda,2007,CX-9,USED,Automatic,3.7,4WD,Unleaded,13.0,202478,Grey,6,SUV,7,11777,Saint Marys,NSW
Volvo,2014,V40,USED,Automatic,2.5,AWD,Premium,8.4,83824,White,5,Hatchback,5,21360,Kirrawee,NSW
Ford,2016,Ranger,USED,Automatic,3.2,4WD,Diesel,9.0,85220,White,5,Ute / Tray,5,49999,Berwick,VIC
Land,2017,Rover,USED,Automatic,3.0,AWD,Diesel,7.3,128480,White,6,SUV,5,54990,Haberfield,NSW
Volkswagen,2021,Polo,USED,Automatic,1.0,Front,Premium,5.0,42558,White,3,Hatchback,5,23980,Richmond,NSW
Audi,2011,Q7,USED,Automatic,3.0,AWD,Diesel,7.8,173585,White,6,SUV,7,19950,Mcgraths Hill,NSW
Maserati,2016,Quattroporte,USED,Automatic,3.0,Rear,Premium,9.6,73583,Black,6,Sedan,5,69880,Blacktown,NSW
Hyundai,2021,I30,USED,Manual,2.0,Front,Premium,8.5,17515,White,4,Hatchback,5,55888,Liverpool,NSW
Toyota,2020,Corolla,USED,Automatic,2.0,Front,Unleaded,6.0,10747,Black,4,Hatchback,5,34888,Blacktown,NSW
Renault,2021,Koleos,USED,Automatic,2.5,Front,Unleaded,8.1,38496,Red,4,SUV,5,27888,Ryde,NSW
GWM,2023,Haval,NEW,Automatic,1.5,Front,-,5.0,7,White,4,SUV,5,36288,Kirrawee,NSW
Ford,2010,Falcon,USED,Manual,4.0,Rear,Unleaded,12.7,171461,Black,6,Ute / Tray,2,31990,Archerfield,QLD
Lexus,2015,NX200T,USED,Automatic,2.0,AWD,Premium,7.9,106150,Grey,4,SUV,5,34900,Kirrawee,NSW
Lexus,2022,NX350H,USED,Automatic,2.5,AWD,Hybrid,5.0,16008,Grey,4,SUV,5,96153,Waterloo,NSW
Hyundai,2018,I30,USED,Automatic,2.0,Front,Unleaded,7.4,14334,Red,4,Hatchback,5,23490,Liverpool,NSW
Holden,2013,Barina,USED,Automatic,1.6,Front,Unleaded,6.7,100726,Silver,4,Hatchback,5,7999,Elderslie,NSW
Ford,2004,Escape,USED,Automatic,3.0,4WD,Unleaded,12.2,249659,Gold,6,SUV,5,4950,Lansvale,NSW
Hyundai,2019,Tucson,USED,Automatic,2.0,Front,Unleaded,7.9,73025,Silver,4,SUV,5,26990,Tweed Heads South,NSW
Mercedes-Benz,2015,C250,USED,Automatic,2.0,Rear,Premium,6.0,35500,White,4,Sedan,5,39999,Brookvale,NSW
Mitsubishi,2003,Pajero,USED,Automatic,3.8,4WD,Unleaded,14.6,142350,Silver,6,SUV,7,17999,Lidcombe,NSW
Toyota,2015,Hilux,USED,Automatic,3.0,4WD,Diesel,8.7,291645,Silver,4,Ute / Tray,5,27990,Coopers Plains,QLD
Mitsubishi,2011,Lancer,USED,Automatic,2.0,AWD,Premium,10.0,173638,Blue,4,Sedan,5,23995,Minchinbury,NSW
Chrysler,2019,300,USED,Automatic,6.4,Rear,Premium,13.0,138591,Grey,8,Sedan,5,61950,Liverpool,NSW
Kia,2013,Cerato,USED,Manual,2.0,Front,Unleaded,7.8,152513,White,4,Sedan,5,10995,Minchinbury,NSW
Mazda,2022,CX-3,DEMO,Automatic,2.0,Front,Unleaded,6.3,1420,Grey,4,SUV,5,41988,Arncliffe,NSW
Hyundai,2017,Iload,USED,Manual,2.5,Rear,Diesel,7.6,116142,White,4,Commercial,3,25990,Bankstown,NSW
Renault,2019,Kangoo,USED,Automatic,1.2,Front,Premium,6.5,37136,White,4,Commercial,2,27995,Minchinbury,NSW
Maserati,2018,Ghibli,USED,Automatic,3.0,Rear,Premium,8.9,57186,White,6,Sedan,5,79800,Burwood,NSW
Holden,2017,Commodore,USED,Manual,6.2,Rear,Premium,11.8,44746,Orange,8,Sedan,5,61990,North Narrabeen,NSW
Volkswagen,2023,T-Cross,DEMO,Automatic,1.0,Front,Premium,5.4,10,Grey,3,SUV,5,42990,Chatswood,NSW
Ford,2013,Ranger,USED,Automatic,3.2,4WD,Diesel,9.6,178132,Black,5,Ute / Tray,5,32990,Slacks Creek,QLD
Kia,2020,Cerato,USED,Automatic,2.0,Front,Unleaded,7.4,57502,White,4,Hatchback,5,20990,Tweed Heads South,NSW
Honda,2017,Civic,USED,Automatic,1.5,Front,Unleaded,6.1,45263,Grey,4,Hatchback,5,39950,Liverpool,NSW
Volkswagen,2022,Golf,USED,Automatic,2.0,AWD,Premium,7.8,15559,Blue,4,Hatchback,5,74888,Blacktown,NSW
Toyota,2019,Yaris,USED,Automatic,1.3,Front,Unleaded,6.4,86439,White,4,Hatchback,5,18484,Granville,NSW
Mazda,2017,CX-5,USED,Automatic,2.0,Front,Unleaded,6.9,53014,Blue,4,SUV,5,27990,Blacktown,NSW
Lexus,2013,RX450H,USED,Automatic,3.5,4WD,Premium,6.4,168091,Grey,6,SUV,5,34950,Granville,NSW
Renault,2017,Trafic,USED,Manual,1.6,Front,Diesel,6.2,148873,White,4,Commercial,3,27950,Granville,NSW
Volkswagen,2019,Polo,USED,Automatic,1.0,Front,Premium,4.9,75892,White,3,Hatchback,5,22990,Mascot,NSW
