,Brand,Year,Model,UsedOrNew,Transmission,Engine,DriveType,FuelType,FuelConsumption/100km,Kilometres,CylindersinEngine,BodyType,Doors,Seats,Price,Extcolour,City,State
9313,Ford,2022-01-01,Escape,USED,Automatic,2.0,Front,Premium,8.6,6794.0,4,SUV,4,5,48409.0,White ,Oakleigh, VIC
9316,Toyota,2016-01-01,Tarago,USED,Automatic,2.4,Front,Unleaded,8.9,33176.0,4,Wagon,4,8,36990.0,White ,Mount Gravatt, QLD
9317,Audi,2018-01-01,Q5,USED,Automatic,2.0,AWD,Premium,7.3,39299.0,4,SUV,4,5,54995.0,Blue ,Toowoomba City, QLD
9318,Hyundai,2022-01-01,Venue,USED,Automatic,1.6,Front,Unleaded,7.2,5045.0,4,SUV,4,5,26880.0,White ,Hoppers Crossing, VIC
9319,BMW,2013-01-01,116I,USED,Automatic,1.6,Rear,Premium,5.8,147216.0,4,Hatchback,5,5,16995.0,Bronze ,Moorooka, QLD
9320,Kia,2021-01-01,Picanto,USED,Automatic,1.2,Front,Unleaded,5.8,20325.0,4,Hatchback,5,5,19777.0,Red ,Mornington, VIC
9321,Kia,2022-01-01,Cerato,USED,Automatic,2.0,Front,Unleaded,7.4,23999.0,4,Hatchback,5,5,28990.0,White ,Hoppers Crossing, VIC
9322,Jeep,2018-01-01,Compass,USED,Automatic,2.4,Front,Unleaded,7.9,17601.0,4,SUV,4,5,28990.0,Grey ,Southbank, VIC
9323,Kia,2021-01-01,Cerato,USED,Automatic,2.0,Front,Unleaded,7.4,38823.0,4,Sedan,4,5,24490.0,White ,Kedron, QLD
9326,Nissan,2021-01-01,X-Trail,USED,Automatic,2.5,Front,Unleaded,8.1,32639.0,4,SUV,4,7,34990.0,Black ,Ravenhall, VIC
9327,Kia,2022-01-01,Cerato,USED,Automatic,2.0,Front,Unleaded,7.4,19089.0,4,Hatchback,5,5,29990.0,White ,Hoppers Crossing, VIC
9329,Volkswagen,2017-01-01,Tiguan,USED,Automatic,2.0,AWD,Diesel,5.9,95064.0,4,SUV,4,5,27990.0,Silver ,Capalaba, QLD
9330,Kia,2020-01-01,RIO,USED,Automatic,1.0,Front,Unleaded,5.4,1842.0,3,Hatchback,5,5,27990.0,Grey ,Kelvin Grove, QLD
9331,Mazda,2021-01-01,6,USED,Automatic,2.5,Front,Unleaded,7.6,10799.0,4,Sedan,4,5,42990.0,Grey ,Toowoomba, QLD
9332,Hyundai,2023-01-01,Kona,NEW,Automatic,2.0,Front,Premium,9.0,15.0,4,SUV,4,5,54993.0,Gold ,Preston, VIC
9333,Toyota,2019-01-01,Hilux,USED,Manual,2.4,Rear,Diesel,7.7,130234.0,4,Ute / Tray,2,2,26980.0,White ,Essendon Fields, VIC
9334,Jeep,2014-01-01,Compass,USED,Automatic,2.0,Rear,Premium,8.3,163790.0,4,SUV,4,5,11899.0,Black ,Parkdale, VIC
9335,Holden,2015-01-01,Cruze,USED,Automatic,1.8,Front,Unleaded,7.4,121211.0,4,Hatchback,5,5,13990.0,White ,Slacks Creek, QLD
9336,Toyota,2020-01-01,RAV4,USED,Automatic,2.5,Front,Hybrid,4.7,65139.0,4,SUV,5,5,48990.0,Silver ,Frankston, VIC
9338,Mitsubishi,2016-01-01,Pajero,USED,Automatic,2.4,4WD,Diesel,8.0,138342.0,4,SUV,4,5,33888.0,Grey ,Southbank, VIC
9339,LDV,2021-01-01,T60,USED,Automatic,2.8,4WD,Diesel,8.5,62986.0,4,Ute / Tray,4,5,29990.0,Black ,Aspley, QLD
9340,Toyota,2019-01-01,Corolla,USED,Automatic,1.8,Front,Hybrid,3.5,23930.0,4,Sedan,4,5,34516.0,White ,Oakleigh, VIC
9341,Toyota,1997-01-01,Camry,USED,Automatic,2.2,Front,Unleaded,0.5,113704.0,4,Sedan,4,5,8490.0,Red ,Ringwood, VIC
9342,Holden,2012-01-01,Captiva,USED,Automatic,2.2,AWD,Diesel,8.3,104724.0,4,SUV,4,7,12990.0,Silver ,Tingalpa, QLD
9343,Ford,2014-01-01,Territory,USED,Automatic,2.7,Rear,Diesel,8.2,159945.0,6,SUV,4,7,20990.0,Silver ,Hoppers Crossing, VIC
9345,Honda,2016-01-01,Civic,USED,Automatic,1.8,Front,Unleaded,6.4,143400.0,4,Sedan,4,5,15988.0,Silver ,Coorparoo, QLD
9346,Mitsubishi,2019-01-01,Eclipse,USED,Automatic,1.5,Front,Unleaded,7.3,48190.0,4,SUV,4,5,30990.0,White ,Helensvale, QLD
9347,Mitsubishi,2020-01-01,ASX,USED,Automatic,2.4,Front,Unleaded,7.9,34039.0,4,SUV,4,5,31888.0,Orange ,Mornington, VIC
9348,Mercedes-Benz,2018-01-01,GLS350,USED,Automatic,3.0,AWD,Diesel,7.6,120000.0,6,SUV,4,7,74990.0,White ,Carrum Downs, VIC
9349,Volkswagen,2018-01-01,Polo,USED,Automatic,1.0,Front,Premium,5.0,103279.0,3,Hatchback,5,5,20850.0,Grey ,Essendon Fields, VIC
9350,Audi,2013-01-01,A1,USED,Automatic,1.4,Front,Premium,5.9,45000.0,4,Hatchback,3,4,19990.0,Black ,Balwyn, VIC
9351,Hyundai,2019-01-01,Santa,USED,Automatic,2.2,AWD,Diesel,7.5,62352.0,4,SUV,4,7,37985.0,Grey ,Capalaba, QLD
9352,Kia,2015-01-01,Sorento,USED,Automatic,3.3,Front,Unleaded,9.9,112553.0,6,SUV,4,7,22988.0,Silver ,Springwood, QLD
9353,Audi,2017-01-01,Q7,USED,Automatic,3.0,AWD,Diesel,5.8,59555.0,6,SUV,4,7,69990.0,Black ,Tullamarine, VIC
9356,MG,2021-01-01,HS,USED,Automatic,1.5,Front,Unleaded,7.3,23129.0,4,SUV,4,5,24970.0,White ,Essendon Fields, VIC
9357,Toyota,2021-01-01,RAV4,USED,Automatic,2.5,Front,Hybrid,4.7,101234.0,4,SUV,5,5,50950.0,White ,Melbourne, VIC
9358,Mercedes-Benz,2018-01-01,X250,USED,Automatic,2.3,4WD,Diesel,7.9,70936.0,4,Ute / Tray,4,5,43936.0,Green ,Brooklyn, VIC
9359,BMW,2019-01-01,M135I,USED,Automatic,2.0,AWD,Premium,7.5,36131.0,4,Hatchback,4,5,47990.0,Blue ,Kedron, QLD
9360,Mazda,2015-01-01,3,USED,Manual,2.5,Front,Unleaded,6.5,64000.0,4,Sedan,4,5,21450.0,White ,Thornbury, VIC
9361,Mitsubishi,2013-01-01,Pajero,USED,Automatic,3.2,4WD,Diesel,9.0,239106.0,4,SUV,4,5,17999.0,Grey ,Rocklea, QLD
9362,Ford,2019-01-01,Escape,USED,Automatic,1.5,AWD,Premium,7.5,177066.0,4,SUV,4,5,18999.0,White ,Slacks Creek, QLD
9363,Toyota,2021-01-01,Kluger,USED,Automatic,2.5,AWD,Hybrid,5.6,60294.0,4,SUV,5,7,63990.0,White ,Nunawading, VIC
9365,Mercedes-Benz,2013-01-01,A200,USED,Automatic,1.8,Front,Diesel,4.6,129907.0,4,Hatchback,5,5,19995.0,Black ,Moorooka, QLD
9366,Hyundai,2016-01-01,Tucson,USED,Manual,2.0,Front,Unleaded,7.8,119571.0,4,SUV,4,5,21990.0,White ,Pinkenba, QLD
9368,Mitsubishi,2020-01-01,Triton,USED,Automatic,2.4,4WD,Diesel,8.6,15274.0,4,Ute / Tray,4,5,56705.0,Black ,Epping, VIC
9369,Renault,2023-01-01,Megane,NEW,Automatic,1.8,Front,Unknown,8.0,22.0,4,Hatchback,5,5,78309.0,Red ,Seaford, VIC
9370,Mazda,2018-01-01,CX-3,USED,Automatic,2.0,Front,Unleaded,6.3,74114.0,4,SUV,4,5,25800.0,Blue ,Mornington, VIC
9371,Nissan,2011-01-01,Navara,USED,Manual,2.5,4WD,Diesel,9.2,241810.0,4,Ute / Tray,4,5,15990.0,White ,South Toowoomba, QLD
9372,Audi,2021-01-01,SQ5,USED,Automatic,3.0,AWD,Diesel,6.8,27843.0,6,SUV,4,5,102990.0,White ,Southport, QLD
9374,Mazda,2018-01-01,CX-3,USED,Automatic,1.5,AWD,Diesel,5.1,92387.0,4,SUV,4,5,29990.0,White ,Pinkenba, QLD
9375,Holden,2016-01-01,Trailblazer,USED,Automatic,2.8,4WD,Diesel,9.4,96415.0,4,SUV,4,7,34990.0,Red ,Nundah, QLD
9376,Kia,2018-01-01,Picanto,USED,Automatic,1.2,Front,Unleaded,5.8,9118.0,4,Hatchback,5,5,21999.0,Grey ,Chermside, QLD
9377,Ford,2010-01-01,Territory,USED,Automatic,4.0,Rear,Unleaded,2.8,133471.0,6,SUV,4,7,14490.0,Grey ,Ferntree Gully, VIC
9378,Toyota,2022-01-01,RAV4,USED,Automatic,2.5,AWD,Hybrid,4.8,19448.0,4,SUV,5,5,69970.0,White ,Keysborough, VIC
9379,Ford,2014-01-01,Territory,USED,Automatic,2.7,Rear,Diesel,8.2,228405.0,6,SUV,4,7,13990.0,Brown ,Eagle Farm, QLD
9380,Mitsubishi,2023-01-01,Triton,DEMO,Automatic,2.4,4WD,Diesel,8.6,10.0,4,Ute / Tray,4,5,65490.0,White ,Preston, VIC
9382,BMW,2017-01-01,X3,USED,Automatic,2.0,4WD,Premium,7.6,55396.0,4,SUV,4,5,48888.0,Silver ,Capalaba, QLD
9383,Volkswagen,2019-01-01,Caddy,USED,Automatic,1.4,Front,Premium,6.0,96596.0,4,Commercial,3,2,27888.0,White ,Geebung, QLD
9384,Skoda,2018-01-01,Superb,USED,Automatic,2.0,4WD,Premium,7.3,67890.0,4,Sedan,4,5,34990.0,Red ,Nunawading, VIC
9385,Fiat,2015-01-01,500,USED,Manual,1.2,Front,Premium,5.1,104975.0,4,Hatchback,3,4,10999.0,Black ,Brooklyn, VIC
9387,Suzuki,2012-01-01,Swift,USED,Manual,1.4,Front,Unleaded,5.5,239566.0,4,Hatchback,5,5,9788.0,Black ,Braybrook, VIC
9388,Honda,2018-01-01,CR-V,USED,Automatic,1.5,AWD,Unleaded,7.4,46046.0,4,SUV,4,5,32748.0,White ,Oakleigh, VIC
9389,Peugeot,2013-01-01,208,USED,Automatic,1.6,Front,Premium,6.7,93644.0,4,Hatchback,5,5,13650.0,White ,Preston, VIC
9391,Volkswagen,2011-01-01,Golf,USED,Automatic,2.0,Front,Diesel,5.6,222238.0,4,Hatchback,5,5,13750.0,Red ,Moorabbin, VIC
9392,Toyota,2011-01-01,Tarago,USED,Automatic,3.5,Front,Premium,0.3,198859.0,6,Wagon,4,7,23990.0,Black ,Hoppers Crossing, VIC
9393,Volkswagen,2021-01-01,T-Cross,USED,Automatic,1.0,Front,Premium,5.4,38632.0,3,SUV,4,5,29900.0,Silver ,Nunawading, VIC
9394,Honda,2007-01-01,CR-V,USED,Automatic,2.4,4WD,Unleaded,7.3,299418.0,4,SUV,4,5,9990.0,Silver ,Moorooka, QLD
9395,BMW,2015-01-01,220I,USED,Automatic,2.0,Rear,Diesel,4.4,132816.0,4,Coupe,2,4,22995.0,Silver ,Moorooka, QLD
9397,Volkswagen,2015-01-01,Polo,USED,Automatic,1.2,Front,Premium,4.8,99210.0,4,Hatchback,5,5,16290.0,Blue ,Nundah, QLD
9398,Mazda,2012-01-01,CX-5,USED,Automatic,2.0,Front,Unleaded,6.4,110366.0,4,SUV,4,5,17990.0,Black ,Watsonia, VIC
9400,Nissan,2017-01-01,Qashqai,USED,Automatic,2.0,Front,Unleaded,6.9,123257.0,4,SUV,4,5,19880.0,Red ,Swan Hill, VIC
9401,Mitsubishi,2005-01-01,Triton,USED,Manual,2.4,Rear,Unleaded,0.5,143159.0,4,Ute / Tray,2,3,10505.0,White ,Rocklea, QLD
9402,Volkswagen,2022-01-01,Tiguan,NEW,Automatic,2.0,AWD,Diesel,6.1,12.0,4,SUV,4,5,62814.0,Purple ,Robina, QLD
9403,Nissan,2009-01-01,Murano,USED,Automatic,3.5,4WD,Unleaded,2.3,167950.0,6,SUV,4,5,9999.0,Brown ,Dingley Village, VIC
9404,Land,2015-01-01,Rover,USED,Automatic,2.2,AWD,Diesel,6.1,107400.0,4,SUV,4,5,31990.0,Grey ,Kedron, QLD
9405,Kia,2022-01-01,Cerato,USED,Automatic,1.6,Front,Unleaded,6.9,14862.0,4,Sedan,4,5,39999.0,White ,Port Melbourne, VIC
9406,Nissan,2012-01-01,Navara,USED,Manual,2.5,4WD,Diesel,9.2,116392.0,4,Ute / Tray,4,5,17990.0,White ,Watsonia, VIC
9407,Mazda,2020-01-01,BT-50,USED,Automatic,3.0,4WD,Diesel,8.0,90559.0,4,Ute / Tray,4,5,48990.0,White ,Aspley, QLD
9408,Volkswagen,2018-01-01,Tiguan,USED,Automatic,2.0,AWD,Premium,8.1,61983.0,4,SUV,4,5,32322.0,White ,Hendra, QLD
9410,Mahindra,2021-01-01,PIK-UP,USED,Manual,2.2,4WD,Diesel,8.8,9750.0,4,Ute / Tray,4,5,39990.0,White ,Gatton, QLD
9412,Land,2014-01-01,Rover,USED,Automatic,2.2,4WD,Diesel,7.0,118288.0,4,SUV,4,5,23990.0,Silver ,Golden Square, VIC
9413,Hyundai,2021-01-01,Tucson,USED,Automatic,2.0,Front,Unleaded,8.1,44855.0,4,SUV,4,5,36888.0,Grey ,Hoppers Crossing, VIC
9414,Honda,2018-01-01,HR-V,USED,Automatic,1.8,Front,Unleaded,6.6,32862.0,4,SUV,4,5,25464.0,Blue ,Essendon Fields, VIC
9415,Volkswagen,2020-01-01,Caddy,USED,Automatic,1.4,Front,Premium,6.0,35529.0,4,Commercial,3,2,37450.0,White ,Dandenong South, VIC
9416,Ford,2019-01-01,Endura,USED,Automatic,2.0,Front,Diesel,6.7,56644.0,4,SUV,4,5,36950.0,Red ,Elsternwick, VIC
9417,Hyundai,2009-01-01,Getz,USED,Automatic,1.6,Front,Unleaded,7.1,101542.0,4,Hatchback,5,5,7999.0,Red ,Rocklea, QLD
9418,Volkswagen,2018-01-01,Golf,USED,Automatic,2.0,AWD,Premium,8.0,78500.0,4,Wagon,4,5,43990.0,White ,Coomera, QLD
9419,MG,2023-01-01,ZST,NEW,Automatic,1.3,Front,Unknown,7.3,10.0,3,SUV,5,5,30990.0,White ,Ringwood, VIC
9421,Hyundai,2015-01-01,I30,USED,Automatic,1.8,Front,Unleaded,7.3,111589.0,4,Hatchback,5,5,17886.0,White ,Ipswich, QLD
9422,Toyota,2018-01-01,Yaris,USED,Automatic,1.3,Front,Unleaded,6.4,116061.0,4,Hatchback,5,5,19990.0,White ,West Footscray, VIC
9424,Mitsubishi,2017-01-01,Triton,USED,Manual,2.4,4WD,Diesel,7.2,69390.0,4,Ute / Tray,4,5,32999.0,White ,Chermside, QLD
9425,Ford,2011-01-01,Territory,USED,Automatic,2.7,Rear,Diesel,8.2,242000.0,6,SUV,4,5,14499.0,Black ,Brooklyn, VIC
9426,Ford,2022-01-01,Ranger,USED,Automatic,3.0,4WD,Diesel,8.4,13260.0,6,Ute / Tray,4,5,88990.0,White ,Sunbury, VIC
9427,Holden,2014-01-01,Colorado,USED,Manual,2.8,4WD,Diesel,8.1,125747.0,4,Ute / Tray,4,5,29990.0,White ,Slacks Creek, QLD
9428,Audi,2016-01-01,Q5,USED,Automatic,2.0,AWD,Premium,7.9,56911.0,4,SUV,4,5,38900.0,White ,Nunawading, VIC
9429,Suzuki,2011-01-01,Grand,USED,Automatic,2.4,4WD,Unleaded,9.9,221175.0,4,SUV,4,5,13999.0,White ,Slacks Creek, QLD
9430,Hyundai,2020-01-01,Kona,USED,Automatic,2.0,Front,Unleaded,7.2,54608.0,4,SUV,4,5,26490.0,Silver ,Mornington, VIC
9431,Toyota,2019-01-01,Corolla,USED,Automatic,2.0,Front,Unleaded,6.0,49303.0,4,Hatchback,5,5,34990.0,Silver ,Elsternwick, VIC
9432,Mazda,2012-01-01,2,USED,Manual,1.5,Front,Unleaded,6.4,153690.0,4,Hatchback,5,5,8488.0,Blue ,Alphington, VIC
9433,Toyota,2017-01-01,RAV4,USED,Automatic,2.0,Front,Unleaded,7.4,30694.0,4,SUV,4,5,31498.0,Grey ,Glenroy, VIC
9434,Hyundai,2018-01-01,Tucson,USED,Automatic,2.0,Front,Unleaded,7.9,44230.0,4,SUV,4,5,27987.0,White ,Moorooka, QLD
9435,Holden,2013-01-01,Cruze,USED,Automatic,1.6,Front,Unleaded,7.9,179237.0,4,Sedan,4,5,9999.0,Grey ,St Albans, VIC
9436,Hyundai,2011-01-01,I30,USED,Automatic,2.0,Front,Unleaded,7.6,186573.0,4,Hatchback,5,5,11990.0,Black ,Ringwood, VIC
9437,Volkswagen,2015-01-01,Passat,USED,Automatic,2.0,Front,Diesel,4.8,129024.0,4,Sedan,4,5,22490.0,Silver ,Hendra, QLD
9438,MG,2022-01-01,ZST,NEW,Automatic,1.5,Front,Unleaded,6.9,10.0,4,SUV,5,5,27980.0,Blue ,Elsternwick, VIC
9439,Honda,2019-01-01,Accord,USED,Automatic,2.4,Front,Unleaded,8.2,53617.0,4,Sedan,4,5,37990.0,Black ,Pinkenba, QLD
9440,Mercedes-Benz,2022-01-01,GLE,USED,Automatic,3.0,AWD,Hybrid,9.1,14742.0,6,SUV,4,5,145990.0,White ,Berwick, VIC
9441,Hyundai,2016-01-01,Imax,USED,Automatic,2.4,Rear,Premium,0.6,199000.0,4,Wagon,4,8,22900.0,White ,Slacks Creek, QLD
9442,Toyota,2018-01-01,Kluger,USED,Automatic,3.5,AWD,Unleaded,9.5,170427.0,6,SUV,4,7,37990.0,White ,Slacks Creek, QLD
9443,Hyundai,2021-01-01,Santa,USED,Automatic,3.5,Front,Unleaded,0.5,35043.0,6,SUV,4,7,58990.0,White ,Essendon Fields, VIC
9444,Volkswagen,2022-01-01,Tiguan,NEW,Automatic,2.0,AWD,Premium,8.6,20.0,4,SUV,4,7,62109.0,Black ,Doncaster, VIC
9446,Volkswagen,2009-01-01,Tiguan,USED,Automatic,2.0,4WD,Premium,9.2,123040.0,4,SUV,4,5,10999.0,Silver ,Mordialloc, VIC
9447,Subaru,2009-01-01,Impreza,USED,Automatic,2.0,AWD,Premium,8.8,140991.0,4,Hatchback,5,5,13577.0,Blue ,Ringwood, VIC
9448,Volkswagen,2012-01-01,Scirocco,USED,Automatic,2.0,Front,Premium,8.2,99478.0,4,Hatchback,3,4,26990.0,Blue ,Kedron, QLD
9449,Bentley,2007-01-01,Continental,USED,Automatic,6.0,AWD,Premium,7.1,60919.0,12,Sedan,4,4,99980.0,Black ,Keilor East, VIC
9450,Hyundai,2009-01-01,Tucson,USED,Automatic,2.0,Front,Unleaded,9.2,66466.0,4,SUV,4,5,14990.0,White ,Ringwood, VIC
9451,Mercedes-Benz,2003-01-01,CLK320,USED,Automatic,3.2,Rear,Unleaded,7.3,158925.0,6,Coupe,2,5,10999.0,Silver ,Ravenhall, VIC
9452,Nissan,2020-01-01,X-Trail,USED,Automatic,2.5,Front,Unleaded,7.9,68300.0,4,SUV,4,5,26990.0,Red ,Aspley, QLD
9453,Subaru,2016-01-01,Impreza,USED,Automatic,2.0,AWD,Unleaded,6.8,59685.0,4,Sedan,4,5,22990.0,Blue ,Pinkenba, QLD
9454,Hyundai,2019-01-01,Tucson,USED,Automatic,2.0,Front,Unleaded,7.9,21580.0,4,SUV,4,5,32999.0,Blue ,Chermside, QLD
9456,Kia,2013-01-01,Cerato,USED,Automatic,2.0,Front,Unleaded,7.4,135500.0,4,Sedan,4,5,16990.0,White ,Hendra, QLD
9457,Kia,2020-01-01,Cerato,USED,Automatic,1.6,Front,Unleaded,6.8,35612.0,4,Sedan,4,5,32990.0,Red ,Seaford, VIC
9459,Jeep,2017-01-01,Grand,USED,Automatic,3.0,4WD,Diesel,7.5,169949.0,6,SUV,4,5,32890.0,Black ,Wacol, QLD
9461,Holden,2018-01-01,Equinox,USED,Automatic,1.5,Front,Unleaded,6.9,64213.0,4,SUV,4,5,23987.0,Silver ,Oakleigh, VIC
9462,Suzuki,2010-01-01,Swift,USED,Automatic,1.5,Front,Unleaded,6.7,169100.0,4,Hatchback,5,5,11999.0,Grey ,Ringwood, VIC
9463,Subaru,2018-01-01,Outback,USED,Automatic,2.5,AWD,Unleaded,7.3,79981.0,4,SUV,4,5,35888.0,White ,Cranbourne, VIC
9464,Kia,2019-01-01,Sorento,USED,Automatic,2.2,AWD,Diesel,7.2,94671.0,4,SUV,4,7,39780.0,White ,Melton, VIC
9465,Volkswagen,2010-01-01,Golf,USED,Automatic,1.4,Front,Premium,6.3,157346.0,4,Wagon,4,5,10888.0,Grey ,Ringwood, VIC
9466,Nissan,2015-01-01,X-Trail,USED,Automatic,2.5,Front,Unleaded,7.9,214651.0,4,SUV,4,5,17978.0,Silver ,Brooklyn, VIC
9467,Holden,2003-01-01,Rodeo,USED,Manual,2.4,Rear,Unleaded,7.3,234800.0,4,Ute / Tray,2,3,10999.0,White ,Rocklea, QLD
9468,Mercedes-Benz,2007-01-01,C220,USED,Automatic,2.1,Rear,Diesel,6.7,173121.0,4,Sedan,4,5,12990.0,Black ,Thomastown, VIC
9469,MG,2023-01-01,ZST,NEW,Automatic,1.5,Front,Unknown,6.9,20.0,4,SUV,5,5,27690.0,Orange ,Elsternwick, VIC
9470,Honda,2013-01-01,Civic,USED,Automatic,1.8,Front,Premium,6.5,98984.0,4,Hatchback,5,5,17888.0,Silver ,Ringwood, VIC
9471,Mazda,2018-01-01,CX-5,USED,Automatic,2.0,Front,Unleaded,6.9,41095.0,4,SUV,4,5,31990.0,White ,Pinkenba, QLD
9472,Mazda,2017-01-01,CX-5,USED,Automatic,2.0,Front,Unleaded,6.9,58517.0,4,SUV,4,5,30395.0,Silver ,Rocklea, QLD
9473,Holden,2010-01-01,Commodore,USED,Automatic,3.6,Rear,Unleaded,0.1,185015.0,6,Sedan,4,5,15699.0,Red ,Ringwood, VIC
9474,Toyota,2017-01-01,C-HR,USED,Automatic,1.2,Front,Premium,6.4,64660.0,4,SUV,4,5,32490.0,Red ,Cranbourne, VIC
9475,Hyundai,2018-01-01,Santa,USED,Automatic,2.2,AWD,Diesel,7.5,108830.0,4,SUV,4,7,35990.0,Silver ,Pinkenba, QLD
9477,Nissan,2018-01-01,Qashqai,USED,Automatic,2.0,Front,Unleaded,6.9,62126.0,4,SUV,4,5,27990.0,Blue ,Kedron, QLD
9478,Volkswagen,2015-01-01,Polo,USED,Automatic,1.8,Front,Premium,5.7,77281.0,4,Hatchback,5,5,22990.0,Black ,Nundah, QLD
9479,Mercedes-Benz,2009-01-01,C300,USED,Automatic,3.0,Rear,Premium,9.4,114446.0,6,Sedan,4,5,14499.0,Grey ,Reservoir, VIC
9483,Hyundai,2017-01-01,Accent,USED,Manual,1.6,Front,Unleaded,6.3,20417.0,4,Hatchback,5,5,18495.0,Blue ,Berwick, VIC
9485,Mitsubishi,2013-01-01,Triton,USED,Automatic,2.5,4WD,Diesel,9.9,128000.0,4,Ute / Tray,4,5,25500.0,White ,Archerfield, QLD
9486,Volkswagen,2018-01-01,Caddy,USED,Automatic,1.4,Front,Premium,6.0,51911.0,4,Commercial,3,5,36950.0,White ,Oakleigh, VIC
9487,Ford,2015-01-01,Kuga,USED,Automatic,1.5,Front,Premium,7.2,93674.0,4,SUV,4,5,19990.0,White ,Upper Ferntree Gully, VIC
9488,Hyundai,2018-01-01,I30,USED,Automatic,2.0,Front,Unleaded,7.4,135264.0,4,Hatchback,4,5,19990.0,Red ,Pinkenba, QLD
9489,Mitsubishi,2016-01-01,Outlander,USED,Automatic,2.3,AWD,Diesel,5.8,90156.0,4,SUV,4,7,29288.0,Grey ,Hastings, VIC
9490,Hyundai,2013-01-01,I30,USED,Automatic,1.8,Front,Unleaded,6.9,163958.0,4,Hatchback,5,5,13350.0,Red ,Coorparoo, QLD
9491,Toyota,2002-01-01,Landcruiser,USED,Manual,3.0,4WD,Diesel,7.3,335550.0,4,SUV,4,8,15999.0,White ,Ferntree Gully, VIC
9492,Subaru,2008-01-01,Impreza,USED,Manual,2.5,AWD,Premium,0.3,125823.0,4,Hatchback,5,5,33990.0,White ,Kedron, QLD
9493,Hyundai,2018-01-01,Kona,USED,Automatic,2.0,Front,Unleaded,7.2,108169.0,4,SUV,4,5,21990.0,White ,Mount Gravatt, QLD
9494,Toyota,2021-01-01,C-HR,USED,Automatic,1.2,Front,Premium,6.4,25937.0,4,SUV,4,5,38990.0,Black ,Hoppers Crossing, VIC
9495,Ford,2003-01-01,Falcon,USED,Automatic,5.4,Rear,Unleaded,4.5,50441.0,8,Sedan,4,5,24990.0,Silver ,Preston, VIC
9497,Nissan,2019-01-01,X-Trail,USED,Automatic,2.5,Front,Unleaded,8.1,59825.0,4,SUV,4,7,26999.0,White ,Chermside, QLD
9498,Toyota,2021-01-01,RAV4,USED,Automatic,2.0,Front,Unleaded,6.5,12843.0,4,SUV,5,5,48894.0,Black ,Kedron, QLD
9499,Holden,2008-01-01,Astra,USED,Automatic,1.8,Front,Unleaded,8.2,205507.0,4,Hatchback,5,5,5999.0,Grey ,Boronia, VIC
9500,Holden,2017-01-01,Colorado,USED,Automatic,2.8,4WD,Diesel,9.1,236601.0,4,Ute / Tray,2,2,25997.0,White ,Williamstown, VIC
9501,Toyota,2018-01-01,Camry,USED,Automatic,2.5,Front,Unleaded,8.3,19096.0,4,Sedan,4,5,40932.0,Black ,Brooklyn, VIC
9502,Toyota,2023-01-01,Corolla,USED,Automatic,1.8,Front,Hybrid,3.9,365.0,4,Sedan,4,5,43487.0,White ,Oakleigh, VIC
9503,Toyota,2003-01-01,Corolla,USED,Manual,1.8,Front,Unleaded,8.0,196590.0,4,Sedan,4,5,6888.0,Silver ,Ringwood, VIC
9504,Toyota,2018-01-01,C-HR,USED,Automatic,1.2,Front,Premium,5.5,59464.0,4,SUV,4,5,32999.0,White ,Chermside, QLD
9505,Holden,2017-01-01,Astra,USED,Automatic,1.4,Front,Premium,5.8,90797.0,4,Hatchback,5,5,17990.0,Red ,Slacks Creek, QLD
9506,Peugeot,2012-01-01,308,USED,Automatic,1.6,Front,Premium,8.1,168298.0,4,Convertible,2,4,15990.0,White ,Ringwood, VIC
9507,Honda,2017-01-01,CR-V,USED,Automatic,1.5,AWD,Unleaded,7.4,130813.0,4,SUV,4,5,34990.0,Blue ,Ravenhall, VIC
9508,Lexus,2019-01-01,UX200,USED,Automatic,2.0,Front,Unleaded,5.8,76532.0,4,SUV,4,5,41990.0,Grey ,Elsternwick, VIC
9509,Holden,2016-01-01,Commodore,USED,Automatic,3.6,Rear,Unleaded,9.8,176909.0,6,Wagon,4,5,23999.0,Black ,Ringwood, VIC
9510,Toyota,2020-01-01,HiAce,USED,Automatic,2.8,Rear,Diesel,8.4,53810.0,4,Commercial,5,2,62990.0,White ,Pinkenba, QLD
9511,Mitsubishi,2016-01-01,Triton,USED,Manual,2.4,Rear,Unleaded,0.9,193000.0,4,Ute / Tray,2,2,16999.0,Silver ,Archerfield, QLD
9512,Nissan,2021-01-01,X-Trail,USED,Automatic,2.5,4WD,Unleaded,8.3,23301.0,4,SUV,4,5,41990.0,White ,West Footscray, VIC
9513,Mazda,2005-01-01,3,USED,Automatic,2.0,Front,Unleaded,8.9,221000.0,4,Sedan,4,5,6999.0,Blue ,Dingley Village, VIC
9514,Peugeot,2020-01-01,308,USED,Automatic,1.2,Front,Unleaded,5.0,11906.0,3,Wagon,5,5,27990.0,Grey ,Pinkenba, QLD
9516,Toyota,2021-01-01,Camry,USED,Automatic,2.5,Front,Premium,6.8,23257.0,4,Sedan,4,5,35868.0,White ,Essendon Fields, VIC
9518,Toyota,2019-01-01,HiAce,USED,Automatic,2.8,Rear,Diesel,8.4,88454.0,4,Commercial,4,2,54950.0,White ,Oakleigh, VIC
9519,Volkswagen,2011-01-01,Tiguan,USED,Automatic,2.0,AWD,Premium,8.8,133853.0,4,SUV,4,5,14999.0,White ,West Footscray, VIC
