,Brand,Year,Model,UsedOrNew,Transmission,Engine,DriveType,FuelType,FuelConsumption/100km,Kilometres,CylindersinEngine,BodyType,Doors,Seats,Price,Extcolour,City,State
1055,Honda,2017-01-01,Civic,USED,Automatic,1.5,Front,Unleaded,6.0,71878.0,4,Sedan,4,5,25990.0,White ,Saint Marys, NSW
1056,Mazda,2016-01-01,CX-9,USED,Automatic,2.5,Front,Unleaded,8.4,72230.0,4,SUV,4,7,34990.0,Red ,North Narrabeen, NSW
1057,Toyota,2013-01-01,RAV4,USED,Manual,2.5,AWD,Unleaded,8.6,184608.0,4,SUV,4,5,19800.0,Silver ,Minchinbury, NSW
1058,Hyundai,2017-01-01,Elantra,USED,Automatic,2.0,Front,Unleaded,7.2,152100.0,4,Sedan,4,5,16990.0,Red ,Enfield, SA
1059,Mitsubishi,2009-01-01,Lancer,USED,Automatic,2.0,AWD,Premium,0.2,135089.0,4,Hatchback,5,5,19995.0,Red ,Minchinbury, NSW
1060,Land,2015-01-01,Rover,USED,Automatic,5.0,AWD,Premium,3.8,35036.0,8,SUV,4,5,119900.0,Black ,Artarmon, NSW
1061,Mazda,2011-01-01,3,USED,Automatic,2.0,Front,Unleaded,8.2,187189.0,4,Hatchback,5,5,12990.0,White ,Minchinbury, NSW
1062,Honda,2016-01-01,HR-V,USED,Automatic,1.8,Front,Unleaded,6.9,54079.0,4,SUV,4,5,25995.0,White ,Minchinbury, NSW
1063,Renault,2019-01-01,Kangoo,USED,Automatic,1.2,Front,Premium,6.5,98897.0,4,Commercial,3,2,24980.0,White ,Strathalbyn, SA
1064,Land,2014-01-01,Rover,USED,Automatic,3.0,AWD,Diesel,7.5,92350.0,6,SUV,4,5,55800.0,Black ,Artarmon, NSW
1065,Kia,2016-01-01,Sportage,USED,Automatic,2.4,AWD,Unleaded,8.5,92112.0,4,SUV,4,5,25990.0,White ,Granville, NSW
1067,Mercedes-Benz,2018-01-01,CLA45,USED,Automatic,2.0,AWD,Premium,7.4,52045.0,4,Sedan,4,5,64788.0,White ,Liverpool, NSW
1068,Renault,2014-01-01,Megane,USED,Automatic,1.2,Front,Premium,5.6,158960.0,4,Hatchback,5,5,11999.0,Grey ,Elderslie, NSW
1069,Holden,2016-01-01,Commodore,USED,Automatic,3.0,Rear,Unleaded,8.3,109397.0,6,Sedan,4,5,19990.0,Grey ,Enfield, SA
1070,Isuzu,2023-01-01,D-MAX,NEW,Automatic,3.0,4WD,Diesel,8.0,25.0,4,Ute / Tray,4,5,65640.0,Grey ,Blacktown, NSW
1071,Kia,2016-01-01,Cerato,USED,Automatic,1.8,Front,Unleaded,7.1,164785.0,4,Hatchback,5,5,14995.0,White ,Haberfield, NSW
1072,Nissan,2014-01-01,X-Trail,USED,Automatic,2.5,4WD,Unleaded,8.3,203806.0,4,SUV,4,5,14990.0,Silver ,Elderslie, NSW
1074,Mazda,2017-01-01,3,USED,Automatic,2.0,Front,Unleaded,5.7,103688.0,4,Sedan,4,5,18950.0,Silver ,Pendle Hill, NSW
1075,Holden,2014-01-01,Cruze,USED,Manual,1.8,Front,Unleaded,7.0,120700.0,4,Hatchback,5,5,10990.0,Blue ,Strathalbyn, SA
1076,Lexus,2022-01-01,ES250,USED,Automatic,2.5,Front,Premium,6.8,21166.0,4,Sedan,4,5,64900.0,Grey ,Waterloo, NSW
1077,Toyota,2015-01-01,Kluger,USED,Automatic,3.5,Front,Unleaded,0.2,103316.0,6,SUV,4,7,29990.0,Silver ,Campbelltown, NSW
1078,Hyundai,2015-01-01,Imax,USED,Automatic,2.5,Rear,Diesel,9.0,170123.0,4,Wagon,4,8,24888.0,White ,Blacktown, NSW
1080,Nissan,2019-01-01,X-Trail,USED,Automatic,2.5,Front,Unleaded,7.9,36134.0,4,SUV,4,5,28990.0,White ,Enfield, SA
1081,Volkswagen,2020-01-01,Polo,USED,Automatic,1.0,Front,Premium,5.0,31217.0,3,Hatchback,5,5,21990.0,White ,Jamisontown, NSW
1082,Hyundai,2020-01-01,I30,USED,Automatic,2.0,Front,Unleaded,7.4,57610.0,4,Hatchback,4,5,23950.0,Red ,Pendle Hill, NSW
1083,Honda,2014-01-01,Civic,USED,Automatic,2.0,Front,Unleaded,7.5,159621.0,4,Sedan,4,5,16990.0,White ,Minchinbury, NSW
1084,Mitsubishi,2011-01-01,Triton,USED,Manual,2.5,4WD,Diesel,9.1,225536.0,4,Ute / Tray,2,3,13995.0,White ,Camden, NSW
1086,Fiat,2012-01-01,500,USED,Manual,0.9,Front,Premium,4.0,64179.0,2,Hatchback,3,4,9995.0,Red ,Minchinbury, NSW
1088,Holden,2007-01-01,Astra,USED,Manual,1.8,Front,Unleaded,7.4,169136.0,4,Hatchback,5,5,5999.0,Red ,Leichhardt, NSW
1089,Toyota,2020-01-01,HiAce,USED,Automatic,3.5,Rear,Unleaded,2.0,168623.0,6,Commercial,4,2,62999.0,White ,Lidcombe, NSW
1090,Holden,2011-01-01,Commodore,USED,Manual,3.6,Rear,Unleaded,0.2,96235.0,6,Sedan,4,5,24995.0,Blue ,Minchinbury, NSW
1091,Mitsubishi,2017-01-01,Outlander,USED,Automatic,2.4,Front,Unleaded,6.8,63938.0,4,SUV,4,7,24950.0,White ,Pendle Hill, NSW
1092,Subaru,2010-01-01,Forester,USED,Manual,2.5,AWD,Unleaded,9.3,171214.0,4,SUV,4,5,10990.0,Gold ,Minchinbury, NSW
1093,Nissan,2017-01-01,Navara,USED,Automatic,2.3,4WD,Diesel,7.0,139466.0,4,Ute / Tray,4,5,34990.0,White ,Artarmon, NSW
1094,Mitsubishi,2019-01-01,Triton,USED,Manual,2.4,4WD,Diesel,7.9,22943.0,4,Ute / Tray,4,5,45990.0,White ,Liverpool, NSW
1095,Holden,2018-01-01,Commodore,USED,Automatic,2.0,Front,Diesel,5.7,179430.0,4,Wagon,4,5,16990.0,White ,Enfield, SA
1096,Mercedes-Benz,2020-01-01,A45,USED,Automatic,2.0,AWD,Premium,8.9,27166.0,4,Hatchback,5,5,88900.0,Black ,Artarmon, NSW
1097,Mercedes-Benz,2014-01-01,E200,USED,Automatic,2.0,Rear,Premium,6.4,88315.0,4,Sedan,4,5,31800.0,White ,Chatswood, NSW
1099,Toyota,2018-01-01,Corolla,USED,Automatic,1.8,Front,Unleaded,6.1,65490.0,4,Hatchback,5,5,23990.0,Blue ,Croydon, NSW
1100,Toyota,2019-01-01,Corolla,USED,Automatic,1.8,Front,Hybrid,4.2,39643.0,4,Hatchback,5,5,32990.0,White ,Enfield, SA
1102,Kia,2012-01-01,Grand,USED,Automatic,3.5,Front,Unleaded,0.9,197256.0,6,Wagon,4,8,8990.0,Grey ,Five Dock, NSW
1103,Lexus,2007-01-01,RX350,USED,Automatic,3.5,4WD,Unleaded,0.2,202918.0,6,SUV,4,5,10950.0,Silver ,Minto, NSW
1104,Toyota,2017-01-01,RAV4,USED,Automatic,2.5,AWD,Unleaded,8.5,114841.0,4,SUV,4,5,26990.0,White ,Campbelltown, NSW
1105,Skoda,2013-01-01,Octavia,USED,Automatic,2.0,Front,Diesel,4.9,156058.0,4,Wagon,4,5,16990.0,Brown ,Goolwa, SA
1106,Kia,2019-01-01,Carnival,USED,Automatic,3.3,Front,Unleaded,0.8,84549.0,6,Wagon,4,8,33280.0,Silver ,Blacktown, NSW
1107,Audi,2019-01-01,A3,USED,Automatic,1.4,Front,Premium,5.1,19204.0,4,Sedan,4,5,38990.0,White ,Mascot, NSW
1108,Hyundai,2020-01-01,Tucson,USED,Automatic,1.6,AWD,Unleaded,7.7,19590.0,4,SUV,4,5,43990.0,Grey ,Ryde, NSW
1109,Volkswagen,2017-01-01,Golf,USED,Automatic,1.4,Front,Premium,5.6,151413.0,4,Wagon,4,5,15990.0,White ,Arncliffe, NSW
1110,Mitsubishi,2015-01-01,Lancer,USED,Manual,2.0,Front,Unleaded,6.9,69270.0,4,Sedan,4,5,15990.0,White ,Minchinbury, NSW
1111,Ford,2016-01-01,Focus,USED,Automatic,1.5,Front,Unleaded,6.2,123606.0,4,Hatchback,5,5,15990.0,Blue ,Enfield, SA
1112,Mercedes-Benz,2013-01-01,Sprinter,USED,Automatic,2.1,Rear,Diesel,7.3,151045.0,4,Commercial,2,2,35990.0,White ,Condell Park, NSW
1114,Mini,2017-01-01,Clubman,USED,Automatic,2.0,Front,Premium,5.9,52608.0,4,Wagon,4,5,34990.0,Blue ,Jamisontown, NSW
1115,Toyota,2017-01-01,Yaris,USED,Automatic,1.3,Front,Unleaded,6.4,18210.0,4,Hatchback,5,5,21990.0,Blue ,Alexandria, NSW
1116,Holden,2015-01-01,Commodore,USED,Automatic,3.6,Rear,Unleaded,9.8,142084.0,6,Wagon,4,5,20980.0,White ,Strathalbyn, SA
1117,Skoda,2015-01-01,Octavia,USED,Automatic,2.0,Front,Premium,6.6,133091.0,4,Hatchback,5,5,22999.0,Blue ,Croydon, NSW
1118,Volkswagen,2017-01-01,Tiguan,USED,Automatic,2.0,AWD,Premium,8.1,77771.0,4,SUV,4,5,38499.0,White ,Sutherland, NSW
1119,Ford,2022-01-01,Escape,USED,Automatic,2.0,AWD,Premium,8.6,4586.0,4,SUV,4,5,54990.0,Silver ,Castle Hill, NSW
1121,Mercedes-Benz,2021-01-01,E200,USED,Automatic,2.0,Rear,Premium,8.0,76233.0,4,Sedan,4,5,77880.0,Silver ,Blacktown, NSW
1122,Mazda,2013-01-01,2,USED,Automatic,1.5,Front,Unleaded,6.8,63626.0,4,Hatchback,5,5,15995.0,Silver ,Minchinbury, NSW
1123,Hyundai,2016-01-01,Accent,USED,Automatic,1.4,Front,Unleaded,6.2,100968.0,4,Sedan,4,5,13990.0,Red ,Enfield, SA
1124,Hyundai,2018-01-01,Iload,USED,Automatic,2.5,Rear,Diesel,8.8,89185.0,4,Commercial,4,3,32800.0,White ,Minchinbury, NSW
1125,Toyota,2018-01-01,Camry,USED,Automatic,2.5,Front,Hybrid,4.2,94595.0,4,Sedan,4,5,34990.0,White ,Seven Hills, NSW
1126,Lexus,2018-01-01,RX450HL,USED,Automatic,3.5,AWD,Hybrid,6.0,105240.0,6,SUV,4,7,68800.0,Silver ,Burwood, NSW
1127,Holden,2014-01-01,Cruze,USED,Automatic,1.8,Front,Unleaded,7.4,131325.0,4,Hatchback,5,5,10999.0,Black ,Blacktown, NSW
1128,Mitsubishi,2021-01-01,ASX,USED,Automatic,2.0,Front,Unleaded,7.6,27283.0,4,SUV,4,5,29990.0,White ,Enfield, SA
1130,Hyundai,2017-01-01,I40,USED,Automatic,1.7,Front,Diesel,5.1,154113.0,4,Sedan,4,5,18990.0,White ,Minchinbury, NSW
1131,Mitsubishi,2013-01-01,ASX,USED,Manual,1.8,4WD,Diesel,5.9,105511.0,4,SUV,4,5,15995.0,White ,Minchinbury, NSW
1132,Jeep,2017-01-01,Grand,USED,Automatic,3.0,4WD,Diesel,7.5,202298.0,6,SUV,4,5,24999.0,Silver ,Elderslie, NSW
1133,Hyundai,2014-01-01,I30,USED,Automatic,1.6,Front,Unleaded,6.9,228225.0,4,Wagon,4,5,11995.0,White ,Minchinbury, NSW
1134,Audi,2010-01-01,A6,USED,Automatic,3.0,AWD,Premium,9.5,158053.0,6,Sedan,4,5,17800.0,Grey ,Minchinbury, NSW
1135,Ford,2014-01-01,Territory,USED,Automatic,2.7,AWD,Diesel,9.0,202408.0,6,SUV,4,7,15950.0,White ,Penrith, NSW
1136,Kia,2018-01-01,Sorento,USED,Automatic,3.5,Front,Unleaded,7.3,110565.0,6,SUV,4,7,31990.0,Blue ,Enfield, SA
1137,Nissan,2018-01-01,Qashqai,USED,Automatic,2.0,Front,Unleaded,6.9,106354.0,4,SUV,4,5,23950.0,Red ,Penrith, NSW
1138,Renault,2015-01-01,Trafic,USED,Manual,1.6,Front,Diesel,6.2,150121.0,4,Commercial,4,3,24999.0,White ,Granville, NSW
1139,Kia,2016-01-01,Carnival,USED,Automatic,2.2,Front,Diesel,7.7,172975.0,4,Wagon,4,8,34888.0,Grey ,Mcgraths Hill, NSW
1141,Holden,2016-01-01,Cruze,USED,Automatic,1.8,Front,Unleaded,7.4,65962.0,4,Sedan,4,5,15490.0,Blue ,Enfield, SA
1143,BMW,2010-01-01,330D,USED,Automatic,3.0,Rear,Diesel,6.2,134371.0,6,Sedan,4,5,16999.0,Black ,Elderslie, NSW
1144,Land,2016-01-01,Rover,USED,Automatic,2.0,AWD,Diesel,5.1,143911.0,4,SUV,5,5,27999.0,Black ,Five Dock, NSW
1146,Isuzu,2021-01-01,MU-X,USED,Automatic,3.0,4WD,Diesel,8.3,46800.0,4,SUV,4,7,62990.0,Blue ,Enfield, SA
1147,Holden,2015-01-01,Caprice,USED,Automatic,6.0,Rear,Premium,0.7,109689.0,8,Sedan,4,5,36990.0,White ,Castle Hill, NSW
1148,Mitsubishi,2016-01-01,ASX,USED,Automatic,2.0,Front,Unleaded,7.4,85277.0,4,SUV,4,5,20490.0,Silver ,Smeaton Grange, NSW
1149,Volvo,2015-01-01,V40,USED,Automatic,2.0,Front,Diesel,4.5,224382.0,4,Hatchback,5,5,13950.0,White ,Penrith, NSW
1150,Toyota,2020-01-01,RAV4,USED,Automatic,2.0,Front,Unleaded,6.5,31709.0,4,SUV,5,5,39888.0,White ,Waterloo, NSW
1151,Honda,2007-01-01,Jazz,USED,Automatic,1.3,Front,Unleaded,5.6,220108.0,4,Hatchback,5,5,6490.0,Purple ,Goolwa, SA
1152,Holden,2007-01-01,Commodore,USED,Automatic,3.6,Rear,Unleaded,7.3,119275.0,6,Sedan,4,5,11995.0,Red ,Minchinbury, NSW
1153,Toyota,2021-01-01,Corolla,USED,Manual,2.0,Front,Unleaded,6.3,6476.0,4,Hatchback,5,5,34888.0,Black ,Waitara, NSW
1154,Holden,2010-01-01,Barina,USED,Automatic,1.6,Front,Unleaded,7.6,137821.0,4,Sedan,4,5,7995.0,Red ,Camden, NSW
1155,Hyundai,2009-01-01,I30,USED,Automatic,2.0,Front,Unleaded,7.6,181708.0,4,Hatchback,5,5,10990.0,Silver ,Minchinbury, NSW
1156,Nissan,2018-01-01,Qashqai,USED,Automatic,2.0,Front,Unleaded,6.9,36067.0,4,SUV,4,5,29990.0,White ,Ryde, NSW
1157,Toyota,2018-01-01,Hilux,USED,Automatic,2.4,4WD,Diesel,8.3,148620.0,4,Ute / Tray,4,5,37980.0,White ,Enfield, SA
1159,Hyundai,2018-01-01,Santa,USED,Automatic,2.2,AWD,Diesel,7.5,59202.0,4,SUV,4,7,42750.0,Blue ,North Narrabeen, NSW
1160,Volkswagen,2016-01-01,Multivan,USED,Automatic,2.0,Front,Diesel,7.7,133255.0,4,Wagon,4,7,45280.0,Brown ,Blacktown, NSW
1161,Honda,2013-01-01,Jazz,USED,Automatic,1.3,Front,Unleaded,6.6,53744.0,4,Hatchback,5,5,15990.0,Silver ,Enfield, SA
1162,Volkswagen,2012-01-01,Passat,USED,Automatic,2.0,Front,Diesel,4.9,182694.0,4,Wagon,4,5,11995.0,Grey ,Minchinbury, NSW
1163,Toyota,2020-01-01,Corolla,USED,Automatic,2.0,Front,Unleaded,6.0,29968.0,4,Hatchback,5,5,37888.0,White ,Blacktown, NSW
1164,Kia,2018-01-01,Cerato,USED,Automatic,2.0,Front,Unleaded,7.1,38492.0,4,Hatchback,5,5,21990.0,Grey ,Arncliffe, NSW
1166,Toyota,2018-01-01,Hilux,USED,Automatic,2.8,4WD,Diesel,9.0,210705.0,4,Ute / Tray,2,2,39999.0,White ,Lidcombe, NSW
1167,Suzuki,2017-01-01,Vitara,USED,Automatic,1.6,Front,Unleaded,6.0,159551.0,4,SUV,4,5,17990.0,Orange ,Cheltenham, SA
1168,Subaru,2011-01-01,Forester,USED,Automatic,2.5,AWD,Premium,0.5,221176.0,4,SUV,4,5,14995.0,Blue ,Minchinbury, NSW
1169,Volkswagen,2020-01-01,Crafter,USED,Automatic,2.0,Front,Diesel,7.3,101449.0,4,Commercial,2,3,49888.0,White ,Liverpool, NSW
1170,Peugeot,2018-01-01,308,USED,Automatic,1.2,Front,Premium,5.2,41267.0,3,Hatchback,5,5,20300.0,White ,Warwick Farm, NSW
1171,Genesis,2022-01-01,GV80,USED,Automatic,3.5,AWD,Premium,0.7,31328.0,6,SUV,4,7,128888.0,White ,Mcgraths Hill, NSW
1172,Mazda,2017-01-01,2,USED,Automatic,1.5,Front,Unleaded,5.5,122821.0,4,Hatchback,5,5,16950.0,White ,Granville, NSW
1173,Mazda,2021-01-01,6,USED,Automatic,2.5,Front,Unleaded,7.0,47200.0,4,Wagon,4,5,37990.0,Grey ,Melrose Park, SA
1174,MG,2022-01-01,MG3,NEW,Automatic,1.5,Front,Premium,6.7,15.0,4,Hatchback,5,5,19490.0,White ,Blacktown, NSW
1175,Jaguar,2017-01-01,F-Pace,USED,Automatic,2.0,AWD,Diesel,5.3,82458.0,4,SUV,4,5,39880.0,White ,Blacktown, NSW
1176,Holden,2013-01-01,Commodore,USED,Manual,3.6,Rear,Unleaded,9.7,158134.0,6,Sedan,4,5,17995.0,White ,Minchinbury, NSW
1178,Toyota,2019-01-01,Corolla,USED,Automatic,1.8,Front,Hybrid,4.2,53455.0,4,Hatchback,5,5,31990.0,White ,Cheltenham, SA
1179,Volkswagen,2013-01-01,Polo,USED,Manual,1.2,Front,Premium,5.5,155446.0,4,Hatchback,5,5,10995.0,White ,Mount Druitt, NSW
1180,Volkswagen,2015-01-01,Golf,USED,Automatic,2.0,AWD,Premium,7.1,154414.0,4,Hatchback,5,5,29995.0,Black ,Minchinbury, NSW
1181,Land,2020-01-01,Rover,USED,Automatic,2.0,AWD,Premium,7.3,14990.0,4,SUV,4,5,95880.0,Grey ,Chatswood, NSW
1182,Toyota,2017-01-01,Kluger,USED,Automatic,3.5,Front,Unleaded,9.3,44221.0,6,SUV,4,7,46500.0,Silver ,Jamisontown, NSW
1183,Kia,2021-01-01,Niro,USED,Automatic,1.6,Front,Hybrid,3.8,71370.0,4,SUV,4,5,32980.0,White ,Cheltenham, SA
1184,Subaru,2005-01-01,Impreza,USED,Manual,2.5,AWD,Unleaded,0.5,218308.0,4,Hatchback,5,5,5990.0,White ,Leichhardt, NSW
1185,Hyundai,2019-01-01,I30,USED,Automatic,2.0,Front,Unleaded,7.4,48284.0,4,Hatchback,4,5,24990.0,White ,Revesby, NSW
1186,Toyota,2018-01-01,Corolla,USED,Automatic,1.8,Front,Hybrid,4.1,60248.0,4,Hatchback,5,5,27990.0,Silver ,South Hurstville, NSW
1187,Volkswagen,2009-01-01,Golf,USED,Automatic,1.4,Front,Premium,6.2,136633.0,4,Hatchback,5,5,8999.0,Silver ,Five Dock, NSW
1188,Mitsubishi,2016-01-01,Triton,USED,Manual,2.4,4WD,Diesel,7.2,116736.0,4,Ute / Tray,4,5,29419.0,White ,Liverpool, NSW
1189,Ford,2016-01-01,Territory,USED,Automatic,2.7,AWD,Diesel,8.8,124371.0,6,SUV,4,5,22990.0,White ,Cheltenham, SA
1192,Toyota,2022-01-01,RAV4,USED,Automatic,2.5,AWD,Hybrid,4.8,20933.0,4,SUV,5,5,53999.0,Blue ,Pennant Hills, NSW
1194,Nissan,2017-01-01,X-Trail,USED,Automatic,2.5,Front,Unleaded,8.1,84010.0,4,SUV,4,7,26990.0,Blue ,Morphett Vale, SA
1195,Toyota,2021-01-01,RAV4,USED,Automatic,2.0,Front,Unleaded,6.5,17625.0,4,SUV,5,5,52888.0,Red ,Blacktown, NSW
1196,Jeep,2017-01-01,Grand,USED,Automatic,3.0,4WD,Diesel,7.5,51540.0,6,SUV,4,5,50990.0,White ,Granville, NSW
1197,Mazda,2020-01-01,CX-3,USED,Automatic,2.0,Front,Unleaded,6.3,8886.0,4,SUV,4,5,35990.0,Grey ,Alexandria, NSW
1199,Volvo,2013-01-01,S60,USED,Automatic,1.6,Front,Premium,7.4,60297.0,4,Sedan,4,5,19950.0,Silver ,Rydalmere, NSW
1200,Holden,2019-01-01,Acadia,USED,Automatic,3.6,Front,Unleaded,8.9,80692.0,6,SUV,4,7,32980.0,White ,Morphett Vale, SA
1201,Holden,2014-01-01,Commodore,USED,Manual,6.0,Rear,Premium,0.5,82000.0,8,Sedan,4,5,43900.0,Silver ,Castle Hill, NSW
1202,Holden,2008-01-01,Commodore,USED,Automatic,3.6,Rear,Unleaded,7.3,255775.0,6,Wagon,4,5,5995.0,Gold ,Minchinbury, NSW
1203,Volkswagen,2016-01-01,Passat,USED,Automatic,2.0,Front,Diesel,4.8,202867.0,4,Wagon,4,5,16999.0,White ,Five Dock, NSW
1204,Mazda,2012-01-01,CX-5,USED,Automatic,2.2,AWD,Diesel,5.7,96705.0,4,SUV,4,5,20990.0,Grey ,Minchinbury, NSW
1205,Toyota,2019-01-01,Corolla,USED,Automatic,1.8,Front,Unleaded,6.6,47044.0,4,Sedan,4,5,25990.0,Blue ,Morphett Vale, SA
1206,Toyota,2018-01-01,Corolla,USED,Automatic,1.8,Front,Hybrid,4.2,76255.0,4,Hatchback,5,5,27990.0,Silver ,Seven Hills, NSW
1207,Toyota,2022-01-01,Hilux,USED,Manual,2.7,Front,Unleaded,0.1,2467.0,4,Ute / Tray,2,2,41888.0,White ,Waitara, NSW
1208,Audi,2019-01-01,Q2,USED,Automatic,1.4,Front,Premium,5.3,80611.0,4,SUV,4,5,30441.0,Silver ,Liverpool, NSW
1209,Hyundai,2021-01-01,Staria,USED,Automatic,2.2,AWD,Diesel,8.2,82504.0,4,Wagon,4,8,54888.0,Grey ,Liverpool, NSW
1210,Subaru,2019-01-01,BRZ,USED,Automatic,2.0,Rear,Premium,7.8,25705.0,4,Coupe,2,4,38980.0,White ,Brookvale, NSW
1211,Toyota,2019-01-01,Camry,USED,Automatic,2.5,Front,Hybrid,4.2,5725.0,4,Sedan,4,5,38990.0,White ,Melrose Park, SA
1212,Honda,2011-01-01,Odyssey,USED,Automatic,2.4,Front,Unleaded,8.9,169251.0,4,Wagon,4,7,16995.0,Grey ,Minchinbury, NSW
1213,Hyundai,2018-01-01,Sonata,USED,Automatic,2.4,Front,Unleaded,8.3,148760.0,4,Sedan,4,5,19995.0,White ,Minchinbury, NSW
1214,Toyota,2021-01-01,Camry,USED,Automatic,2.5,Front,Hybrid,4.5,64199.0,4,Sedan,4,5,38990.0,Silver ,Alexandria, NSW
1215,Toyota,2021-01-01,RAV4,USED,Automatic,2.0,Front,Unleaded,6.5,32823.0,4,SUV,5,5,47878.0,White ,Blacktown, NSW
1216,Holden,2014-01-01,Cruze,USED,Automatic,1.8,Front,Unleaded,7.4,88864.0,4,Sedan,4,5,12990.0,Red ,Cheltenham, SA
1217,Hyundai,2015-01-01,I30,USED,Automatic,1.6,Front,Unleaded,6.9,187313.0,4,Wagon,4,5,13990.0,Silver ,Minchinbury, NSW
1218,Mitsubishi,2017-01-01,Outlander,USED,Automatic,2.0,AWD,Hybrid,0.9,60000.0,4,SUV,4,5,37888.0,White ,Ryde, NSW
1219,Jeep,2018-01-01,Grand,USED,Automatic,3.0,4WD,Diesel,7.5,160768.0,6,SUV,4,5,31995.0,White ,Minchinbury, NSW
1220,Hyundai,2019-01-01,I30,USED,Automatic,2.0,Front,Unleaded,7.4,54552.0,4,Hatchback,4,5,23990.0,Red ,Revesby, NSW
1221,Renault,2014-01-01,Trafic,USED,Manual,2.0,Front,Diesel,8.3,175140.0,4,Commercial,2,3,17990.0,White ,Saint Marys, NSW
1222,Mazda,2019-01-01,CX-5,USED,Automatic,2.0,Front,Unleaded,6.9,35464.0,4,SUV,4,5,34990.0,White ,Cheltenham, SA
1223,Mazda,2017-01-01,3,USED,Automatic,2.5,Front,Unleaded,6.1,136852.0,4,Hatchback,5,5,20490.0,White ,Smeaton Grange, NSW
1224,Toyota,2012-01-01,FJ,USED,Automatic,4.0,4WD,Premium,0.4,128094.0,6,SUV,4,5,38800.0,Yellow ,Chatswood, NSW
1225,Toyota,2019-01-01,Corolla,USED,Automatic,1.8,Front,Hybrid,4.2,64965.0,4,Hatchback,5,5,29990.0,Silver ,Blacktown, NSW
1226,Volkswagen,2015-01-01,Golf,USED,Automatic,1.4,Front,Premium,5.4,50419.0,4,Hatchback,5,5,20750.0,Grey ,Warwick Farm, NSW
1227,Toyota,2017-01-01,Corolla,USED,Automatic,1.8,Front,Unleaded,6.1,83340.0,4,Hatchback,5,5,22990.0,White ,Cheltenham, SA
1228,Kia,2021-01-01,Stonic,USED,Automatic,1.4,Front,Unleaded,6.7,26033.0,4,SUV,4,5,23980.0,Blue ,Richmond, NSW
1229,Kia,2017-01-01,Sportage,USED,Automatic,2.0,AWD,Diesel,6.8,95305.0,4,SUV,4,5,25990.0,White ,Minchinbury, NSW
1230,Land,2016-01-01,Rover,USED,Automatic,5.0,AWD,Premium,2.8,47821.0,8,SUV,4,5,147880.0,Blue ,Blacktown, NSW
1233,Toyota,2017-01-01,Camry,USED,Automatic,2.5,Front,Unleaded,7.8,203310.0,4,Sedan,4,5,18555.0,White ,Narellan, NSW
1234,Toyota,2014-01-01,RAV4,USED,Automatic,2.0,Front,Unleaded,7.4,139245.0,4,SUV,4,5,21990.0,Silver ,Croydon, NSW
1235,Mercedes-Benz,2019-01-01,GLC43,USED,Automatic,3.0,AWD,Premium,8.8,51450.0,6,SUV,4,5,72800.0,White ,Rozelle, NSW
1236,Toyota,2022-01-01,Corolla,USED,Automatic,1.8,Front,Hybrid,4.2,11548.0,4,Hatchback,5,5,46888.0,Black ,Waitara, NSW
1237,Toyota,2019-01-01,Corolla,USED,Automatic,1.8,Front,Unleaded,6.6,49365.0,4,Sedan,4,5,25990.0,White ,Morphett Vale, SA
1240,Hyundai,2017-01-01,Tucson,USED,Automatic,2.0,AWD,Diesel,6.8,145874.0,4,SUV,4,5,21990.0,Silver ,Cheltenham, SA
1241,Nissan,2016-01-01,X-Trail,USED,Automatic,2.5,4WD,Unleaded,8.3,123735.0,4,SUV,4,5,20690.0,Blue ,Granville, NSW
1242,Mazda,2023-01-01,CX-3,NEW,Automatic,2.0,Front,Unleaded,6.3,7.0,4,SUV,4,5,41688.0,White ,Arncliffe, NSW
1243,Mazda,2016-01-01,2,USED,Automatic,1.5,Front,Unleaded,4.9,78275.0,4,Hatchback,5,5,19300.0,White ,Warwick Farm, NSW
1244,BMW,2011-01-01,118D,USED,Automatic,2.0,Rear,Diesel,5.4,121968.0,4,Hatchback,5,5,14800.0,Silver ,Minchinbury, NSW
1245,Mini,2014-01-01,Countryman,USED,Automatic,1.6,Front,Premium,7.6,87400.0,4,SUV,4,4,24990.0,Black ,Croydon, NSW
1246,Land,2018-01-01,Rover,USED,Automatic,2.0,AWD,Diesel,5.1,34980.0,4,SUV,5,5,53888.0,Blue ,Smeaton Grange, NSW
1247,Suzuki,2015-01-01,Vitara,USED,Manual,1.6,Front,Unleaded,5.8,109482.0,4,SUV,4,5,19990.0,White ,Morphett Vale, SA
1248,Hyundai,2012-01-01,Santa,USED,Automatic,2.2,4WD,Diesel,7.5,139524.0,4,SUV,4,7,21990.0,White ,Minchinbury, NSW
1249,Volkswagen,2021-01-01,Tiguan,USED,Automatic,2.0,AWD,Premium,9.0,39391.0,4,SUV,4,7,54800.0,Silver ,Rozelle, NSW
1250,Mitsubishi,2017-01-01,Pajero,USED,Automatic,3.2,4WD,Diesel,9.0,183080.0,4,SUV,4,7,33990.0,Silver ,Cabramatta, NSW
1251,Subaru,2017-01-01,Outback,USED,Automatic,2.0,AWD,Diesel,6.3,202337.0,4,SUV,4,5,17950.0,White ,Penrith, NSW
1252,BMW,2018-01-01,X3,USED,Automatic,3.0,4WD,Premium,8.9,110536.0,6,SUV,4,5,54800.0,Black ,Rozelle, NSW
1253,Mitsubishi,2018-01-01,ASX,USED,Automatic,2.0,Front,Unleaded,7.6,119205.0,4,SUV,4,5,23990.0,Black ,Melrose Park, SA
